Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
295708,Sneakers,1,149.99,12/13/19 14:55,"846 9th St, Boston, MA 02215"
295709,Belts,1,99.99,12/25/19 16:38,"662 6th St, San Francisco, CA 94016"
295710,Formal Shoes,1,2.99,12/26/19 19:09,"729 Pine St, Atlanta, GA 30301"
295711,Formal Shoes,2,2.99,12-04-2019 13:43,"489 Johnson St, San Francisco, CA 94016"
295712,Tshirts,1,10.99,12-10-2019 20:02,"331 Madison St, New York City, NY 10001"
295713,Belts,1,99.99,12/24/19 07:55,"490 Spruce St, New York City, NY 10001"
295714,Track Pants,1,700,12/31/19 07:39,"826 Hickory St, Los Angeles, CA 90001"
295715,Shoes,2,11.95,12/17/19 18:20,"169 Maple St, Seattle, WA 98101"
295716,Sunglasses,1,109.99,12-03-2019 23:28,"593 9th St, Los Angeles, CA 90001"
295717,Tshirts,1,10.99,12/25/19 09:51,"82 10th St, San Francisco, CA 94016"
295718,Thermals,1,14.95,12/27/19 17:25,"785 Chestnut St, San Francisco, CA 94016"
295719,Sneakers,1,149.99,12/24/19 18:51,"334 2nd St, Los Angeles, CA 90001"
295720,Wallets,1,3.84,12/17/19 22:52,"298 Ridge St, New York City, NY 10001"
295721,Caps,1,379.99,12-08-2019 18:22,"915 1st St, Seattle, WA 98101"
295722,Socks,1,11.99,12-08-2019 23:46,"380 Lake St, San Francisco, CA 94016"
295723,Wallets,1,3.84,12-07-2019 13:59,"530 Walnut St, Los Angeles, CA 90001"
295724,Wallets,2,3.84,12-03-2019 14:19,"570 Walnut St, Dallas, TX 75001"
295725,Formal Shoes,3,2.99,12-05-2019 15:01,"911 River St, San Francisco, CA 94016"
295726,Track Pants,1,700,12/25/19 14:49,"203 Lakeview St, Boston, MA 02215"
295726,Thermals,1,14.95,12/25/19 14:49,"203 Lakeview St, Boston, MA 02215"
295727,Belts,1,99.99,12/14/19 14:03,"5 Dogwood St, San Francisco, CA 94016"
295728,Sneakers,1,149.99,12/21/19 19:21,"366 Washington St, New York City, NY 10001"
295729,Caps,1,379.99,12/28/19 21:58,"432 1st St, Dallas, TX 75001"
295730,Caps,1,379.99,12/14/19 20:04,"574 West St, San Francisco, CA 94016"
295731,Shoes,1,11.95,12/16/19 11:47,"33 9th St, San Francisco, CA 94016"
295732,Shorts,1,150,12/29/19 18:44,"860 Washington St, Boston, MA 02215"
295733,Sneakers,1,149.99,12/20/19 11:31,"228 5th St, Boston, MA 02215"
295734,Formal Shoes,1,2.99,12/25/19 12:38,"453 Jackson St, Portland, OR 97035"
295735,Track Pants,1,700,12/22/19 18:25,"374 Lincoln St, New York City, NY 10001"
295735,Shorts,1,150,12/22/19 18:25,"374 Lincoln St, New York City, NY 10001"
295735,Socks,1,11.99,12/22/19 18:25,"374 Lincoln St, New York City, NY 10001"
295736,Shoes,2,11.95,12/27/19 14:26,"523 Lincoln St, San Francisco, CA 94016"
295737,Track Pants,1,700,12/19/19 08:51,"966 10th St, Atlanta, GA 30301"
295737,Thermals,1,14.95,12/19/19 08:51,"966 10th St, Atlanta, GA 30301"
295738,Formal Shoes,1,2.99,12/20/19 18:19,"829 7th St, Dallas, TX 75001"
295739,Shoes,1,11.95,12/14/19 21:07,"949 Wilson St, Los Angeles, CA 90001"
295740,Shoes,1,11.95,12-01-2019 20:36,"102 Cedar St, New York City, NY 10001"
295741,Shorts,1,150,12-02-2019 21:39,"829 Johnson St, Boston, MA 02215"
295742,Shorts,1,150,12-09-2019 23:45,"368 Sunset St, New York City, NY 10001"
295743,Shoes,1,11.95,12-03-2019 11:52,"346 South St, New York City, NY 10001"
295744,Wallets,2,3.84,12/19/19 03:54,"579 Lake St, San Francisco, CA 94016"
295745,Jackets,1,300,12/24/19 10:38,"124 Lakeview St, New York City, NY 10001"
295746,Sneakers,1,149.99,12/27/19 16:14,"143 Adams St, New York City, NY 10001"
295747,Wallets,3,3.84,12-10-2019 21:50,"11 8th St, San Francisco, CA 94016"
295748,Socks,1,11.99,12-07-2019 19:39,"45 Church St, Boston, MA 02215"
295749,Socks,2,11.99,12-04-2019 05:24,"983 Highland St, Los Angeles, CA 90001"
295750,Belts,1,99.99,12/27/19 20:26,"25 Lincoln St, San Francisco, CA 94016"
295751,Formal Shoes,1,2.99,12/29/19 11:03,"922 Hickory St, Los Angeles, CA 90001"
295752,Suits,1,29.99,12-11-2019 12:29,"341 Forest St, Dallas, TX 75001"
295753,Caps,1,379.99,12/25/19 06:26,"365 Washington St, Dallas, TX 75001"
295753,Thermals,1,14.95,12/25/19 06:26,"365 Washington St, Dallas, TX 75001"
295754,Thermals,1,14.95,12-07-2019 19:26,"502 Cherry St, Austin, TX 73301"
295755,Shorts,1,150,12/21/19 06:52,"32 1st St, Boston, MA 02215"
295756,Caps,1,379.99,12-02-2019 22:44,"20 Wilson St, Atlanta, GA 30301"
295757,Wallets,1,3.84,12-05-2019 08:59,"819 Lake St, Portland, OR 97035"
295758,Socks,1,11.99,12/26/19 23:42,"910 Jackson St, New York City, NY 10001"
295759,Belts,1,99.99,12/25/19 06:53,"15 Pine St, New York City, NY 10001"
295759,Socks,1,11.99,12/25/19 06:53,"15 Pine St, New York City, NY 10001"
295760,Belts,1,99.99,12/30/19 18:40,"239 4th St, Atlanta, GA 30301"
295761,Thermals,1,14.95,12/31/19 17:32,"79 Chestnut St, Dallas, TX 75001"
295762,Track Pants,1,700,12-04-2019 08:16,"342 9th St, New York City, NY 10001"
295763,Sneakers,1,149.99,12/18/19 13:15,"594 4th St, Los Angeles, CA 90001"
295764,Thermals,1,14.95,12-01-2019 14:44,"734 Hill St, New York City, NY 10001"
295765,Socks,1,11.99,12-08-2019 20:22,"918 4th St, Seattle, WA 98101"
295766,Thermals,1,14.95,12/17/19 22:58,"795 8th St, Seattle, WA 98101"
295767,Formal Shoes,1,2.99,12/21/19 13:00,"891 7th St, New York City, NY 10001"
295768,Formal Shoes,2,2.99,12/22/19 22:36,"98 Johnson St, New York City, NY 10001"
295769,Belts,1,99.99,12/27/19 19:44,"309 6th St, San Francisco, CA 94016"
295770,Belts,1,99.99,12/28/19 10:27,"307 South St, San Francisco, CA 94016"
295771,Formal Shoes,1,2.99,12/23/19 12:10,"352 Meadow St, San Francisco, CA 94016"
295772,Thermals,1,14.95,12/17/19 10:24,"44 Main St, Atlanta, GA 30301"
295773,Shorts,1,150,12-07-2019 20:09,"632 Cherry St, Los Angeles, CA 90001"
295774,Belts,1,99.99,12/31/19 11:00,"196 Wilson St, Los Angeles, CA 90001"
295775,Suits,1,29.99,12-04-2019 15:02,"439 Jefferson St, Dallas, TX 75001"
295776,Shoes,1,11.95,12/22/19 20:23,"552 Hill St, Atlanta, GA 30301"
295777,Formal Shoes,1,2.99,12-09-2019 19:47,"598 14th St, Atlanta, GA 30301"
295778,Wallets,1,3.84,12-08-2019 21:09,"820 Adams St, San Francisco, CA 94016"
295779,Socks,1,11.99,12/25/19 15:40,"201 Madison St, Los Angeles, CA 90001"
295780,Shoes,1,11.95,12/26/19 00:08,"864 Hickory St, Boston, MA 02215"
295781,Shoes,1,11.95,12-08-2019 12:32,"413 Forest St, Boston, MA 02215"
295782,Caps,1,379.99,12/19/19 20:06,"544 South St, Dallas, TX 75001"
295783,Watches,1,400,12-06-2019 12:41,"87 5th St, San Francisco, CA 94016"
295783,Shoes,1,11.95,12-06-2019 12:41,"87 5th St, San Francisco, CA 94016"
295784,Shoes,1,11.95,12/31/19 13:04,"935 Jackson St, Seattle, WA 98101"
295785,Belts,1,99.99,12-09-2019 20:35,"801 West St, Boston, MA 02215"
295786,Shoes,1,11.95,12/24/19 10:27,"859 12th St, Atlanta, GA 30301"
295786,Shorts,1,150,12/24/19 10:27,"859 12th St, Atlanta, GA 30301"
295787,Shoes,1,11.95,12/28/19 21:03,"458 Elm St, Atlanta, GA 30301"
295788,Wallets,1,3.84,12/28/19 20:30,"885 Lincoln St, Los Angeles, CA 90001"
295789,Thermals,1,14.95,12-05-2019 15:09,"157 Main St, Austin, TX 73301"
295790,Thermals,1,14.95,12-05-2019 19:20,"420 Center St, Los Angeles, CA 90001"
295791,Shoes,1,11.95,12/14/19 10:22,"286 North St, New York City, NY 10001"
295792,Thermals,1,14.95,12/20/19 09:46,"5 11th St, San Francisco, CA 94016"
295793,Suits,1,29.99,12/15/19 11:26,"275 Jackson St, San Francisco, CA 94016"
295793,Shoes,1,11.95,12/15/19 11:26,"275 Jackson St, San Francisco, CA 94016"
295794,Deo,1,389.99,12/20/19 15:43,"796 Chestnut St, Boston, MA 02215"
295795,Shorts,1,150,12-08-2019 20:01,"177 Walnut St, Los Angeles, CA 90001"
295796,Thermals,1,14.95,12/13/19 21:11,"677 Lakeview St, Seattle, WA 98101"
295797,Socks,1,11.99,12/16/19 09:23,"163 Washington St, Portland, ME 04101"
295798,Socks,1,11.99,12-05-2019 12:10,"372 Chestnut St, Austin, TX 73301"
295799,Formal Shoes,1,2.99,12/22/19 08:02,"236 Elm St, Los Angeles, CA 90001"
295800,Formal Shoes,1,2.99,12/29/19 10:07,"140 10th St, Atlanta, GA 30301"
295801,Thermals,1,14.95,12/19/19 12:57,"943 Johnson St, San Francisco, CA 94016"
295802,Caps,1,379.99,12-11-2019 19:45,"838 Ridge St, San Francisco, CA 94016"
295803,Thermals,1,14.95,12/24/19 10:39,"513 Maple St, Los Angeles, CA 90001"
295804,Shorts,1,150,12/20/19 02:31,"705 4th St, Los Angeles, CA 90001"
295805,Socks,1,11.99,12-06-2019 14:55,"528 Willow St, New York City, NY 10001"
295806,Thermals,1,14.95,12-01-2019 08:16,"323 Forest St, Dallas, TX 75001"
295807,Sunglasses,1,109.99,12/23/19 10:59,"286 Lincoln St, Los Angeles, CA 90001"
295808,Formal Shoes,1,2.99,12/21/19 10:45,"961 Jackson St, San Francisco, CA 94016"
295809,Sneakers,1,149.99,12/28/19 12:33,"602 Ridge St, San Francisco, CA 94016"
295810,Thermals,1,14.95,12/17/19 08:45,"499 13th St, San Francisco, CA 94016"
295811,Formal Shoes,1,2.99,12/23/19 11:59,"792 7th St, New York City, NY 10001"
295812,Wallets,1,3.84,12/23/19 14:58,"359 12th St, Seattle, WA 98101"
295813,Belts,1,99.99,12-11-2019 21:07,"901 Madison St, New York City, NY 10001"
295814,Wallets,3,3.84,12/24/19 08:29,"987 Cherry St, Los Angeles, CA 90001"
295815,Thermals,1,14.95,12/28/19 18:44,"464 Willow St, Boston, MA 02215"
295816,Shoes,1,11.95,12/21/19 19:28,"253 Jefferson St, Atlanta, GA 30301"
295817,Shoes,1,11.95,12/19/19 06:07,"963 Washington St, Austin, TX 73301"
295817,Sunglasses,1,109.99,12/19/19 06:07,"963 Washington St, Austin, TX 73301"
295818,Socks,1,11.99,12-07-2019 16:28,"725 Wilson St, Boston, MA 02215"
295819,Thermals,1,14.95,12/23/19 12:11,"138 Highland St, Portland, OR 97035"
295820,Belts,1,99.99,12/13/19 09:42,"51 Highland St, San Francisco, CA 94016"
295821,Belts,1,99.99,12/29/19 14:16,"65 Center St, Boston, MA 02215"
295822,Suits,1,29.99,12-04-2019 13:53,"307 Wilson St, San Francisco, CA 94016"
295822,Socks,1,11.99,12-04-2019 13:53,"307 Wilson St, San Francisco, CA 94016"
295823,Track Pants,1,700,12-10-2019 02:12,"852 Maple St, Austin, TX 73301"
295824,Socks,1,11.99,12/29/19 15:45,"611 North St, New York City, NY 10001"
295825,Shorts,1,150,12/17/19 16:13,"189 Pine St, Atlanta, GA 30301"
295826,Shoes,1,11.95,12-07-2019 14:18,"765 Washington St, San Francisco, CA 94016"
295827,Belts,1,99.99,12-01-2019 18:25,"486 4th St, Los Angeles, CA 90001"
295828,Shoes,1,11.95,12/13/19 18:56,"984 Chestnut St, San Francisco, CA 94016"
295829,Suits,1,29.99,12/27/19 13:07,"904 13th St, Atlanta, GA 30301"
295829,Shoes,1,11.95,12/27/19 13:07,"904 13th St, Atlanta, GA 30301"
295830,Belts,1,99.99,12/18/19 14:52,"515 Main St, New York City, NY 10001"
295831,Deo,1,389.99,12/19/19 14:28,"335 Chestnut St, Dallas, TX 75001"
295832,Wallets,2,3.84,12/21/19 15:52,"972 Sunset St, Boston, MA 02215"
295833,Shoes,1,11.95,12/28/19 21:48,"673 Church St, Atlanta, GA 30301"
295834,Suits,1,29.99,12/16/19 19:45,"847 Lakeview St, San Francisco, CA 94016"
295835,Shoes,1,11.95,12/24/19 15:34,"892 Adams St, Austin, TX 73301"
295836,Thermals,1,14.95,12/15/19 17:49,"686 Cedar St, San Francisco, CA 94016"
295837,Belts,1,99.99,12/30/19 22:22,"654 Highland St, Los Angeles, CA 90001"
295838,Caps,1,379.99,12/14/19 22:57,"321 8th St, San Francisco, CA 94016"
295839,Shorts,1,150,12/23/19 12:28,"340 Lakeview St, Seattle, WA 98101"
295840,Deo,1,389.99,12-07-2019 22:52,"442 10th St, Los Angeles, CA 90001"
295841,Socks,1,11.99,12-01-2019 15:29,"610 Madison St, Atlanta, GA 30301"
295842,Shorts,1,150,12-03-2019 12:44,"50 5th St, Los Angeles, CA 90001"
295843,Belts,1,99.99,12/19/19 14:02,"700 West St, San Francisco, CA 94016"
295844,Wallets,1,3.84,12/31/19 17:51,"663 12th St, Atlanta, GA 30301"
295845,Thermals,1,14.95,12/20/19 09:53,"955 Sunset St, San Francisco, CA 94016"
295846,Jackets,1,300,12/27/19 19:22,"453 Johnson St, Atlanta, GA 30301"
295847,Caps,1,379.99,12/13/19 15:56,"40 Madison St, Dallas, TX 75001"
295848,Thermals,1,14.95,12/23/19 19:25,"675 Chestnut St, San Francisco, CA 94016"
295849,Socks,2,11.99,12/24/19 14:42,"121 2nd St, New York City, NY 10001"
295850,Shoes,1,11.95,12/29/19 15:54,"480 1st St, Los Angeles, CA 90001"
295851,Track Pants,1,700,12-11-2019 17:08,"197 2nd St, Boston, MA 02215"
295852,Flip Flops,1,999.99,12/24/19 20:52,"639 Sunset St, Los Angeles, CA 90001"
295853,Socks,1,11.99,12-05-2019 16:54,"982 Cedar St, New York City, NY 10001"
295854,Track Pants,1,700,12/29/19 10:35,"183 Hickory St, Austin, TX 73301"
295855,Sunglasses,1,109.99,12-12-2019 17:43,"584 9th St, Boston, MA 02215"
295856,Shoes,1,11.95,12/24/19 10:37,"214 7th St, Boston, MA 02215"
295857,Shoes,1,11.95,12/30/19 21:42,"984 Jefferson St, Portland, OR 97035"
295858,Formal Shoes,1,2.99,12-08-2019 00:13,"218 7th St, Dallas, TX 75001"
295859,Shoes,1,11.95,12/29/19 10:53,"588 Washington St, Los Angeles, CA 90001"
295860,Shoes,1,11.95,12-05-2019 15:17,"227 Cherry St, New York City, NY 10001"
295861,Thermals,1,14.95,12-01-2019 12:59,"510 Sunset St, New York City, NY 10001"
295862,Formal Shoes,1,2.99,12-03-2019 14:22,"654 12th St, Portland, ME 04101"
295863,Wallets,1,3.84,12-12-2019 11:14,"736 Ridge St, Atlanta, GA 30301"
295864,Deo,1,389.99,12/20/19 20:02,"434 4th St, Austin, TX 73301"
295865,Belts,1,99.99,12-03-2019 15:18,"92 2nd St, Los Angeles, CA 90001"
295866,Socks,1,11.99,12-06-2019 13:57,"281 West St, Los Angeles, CA 90001"
295867,Socks,1,11.99,12/27/19 21:16,"943 Cedar St, San Francisco, CA 94016"
295868,Shoes,1,11.95,12/28/19 20:55,"547 12th St, Boston, MA 02215"
295869,Thermals,1,14.95,12/16/19 18:46,"4 Main St, Los Angeles, CA 90001"
295870,Thermals,1,14.95,12-09-2019 17:01,"955 13th St, San Francisco, CA 94016"
295871,Tshirts,1,10.99,12/28/19 11:19,"661 Park St, Dallas, TX 75001"
295872,Caps,1,379.99,12/14/19 10:49,"845 Forest St, Los Angeles, CA 90001"
295873,Suits,1,29.99,12/17/19 11:50,"919 Chestnut St, New York City, NY 10001"
295874,Socks,1,11.99,12/15/19 08:31,"78 Sunset St, San Francisco, CA 94016"
295875,Thermals,1,14.95,12-11-2019 16:54,"898 Jefferson St, Los Angeles, CA 90001"
295876,Wallets,1,3.84,12-08-2019 19:00,"646 12th St, Atlanta, GA 30301"
295877,Sneakers,1,149.99,12/31/19 15:27,"721 1st St, Los Angeles, CA 90001"
295878,Shoes,1,11.95,12/14/19 20:05,"294 10th St, Los Angeles, CA 90001"
295879,Caps,1,379.99,12/24/19 11:54,"893 Park St, Boston, MA 02215"
295880,Wallets,1,3.84,12/13/19 17:38,"900 Madison St, San Francisco, CA 94016"
295881,Shoes,1,11.95,12-02-2019 18:36,"316 River St, San Francisco, CA 94016"
295882,Socks,1,11.99,12/20/19 18:14,"301 Jackson St, Austin, TX 73301"
295883,Deo,1,389.99,12/26/19 08:48,"305 North St, New York City, NY 10001"
295884,Formal Shoes,1,2.99,12/28/19 18:49,"198 Walnut St, San Francisco, CA 94016"
295885,Track Pants,1,700,12/20/19 13:47,"223 5th St, Dallas, TX 75001"
295886,Socks,1,11.99,12/27/19 08:59,"352 2nd St, Los Angeles, CA 90001"
295887,Socks,1,11.99,12/24/19 18:37,"827 Lake St, Seattle, WA 98101"
295888,Thermals,1,14.95,12/31/19 14:42,"628 Church St, Los Angeles, CA 90001"
295889,Shoes,1,11.95,12/24/19 17:56,"300 Cherry St, New York City, NY 10001"
295890,Flip Flops,1,999.99,12-05-2019 11:59,"254 Elm St, San Francisco, CA 94016"
295891,Deo,1,389.99,12-05-2019 13:02,"854 North St, Atlanta, GA 30301"
295892,Shoes,1,11.95,12/28/19 13:31,"534 Walnut St, Portland, OR 97035"
295893,Formal Shoes,1,2.99,12/25/19 23:02,"517 13th St, San Francisco, CA 94016"
295894,Sneakers,1,149.99,12/26/19 13:24,"9 Center St, Los Angeles, CA 90001"
295895,Formal Shoes,1,2.99,12/29/19 00:18,"539 Forest St, San Francisco, CA 94016"
295896,Jackets,1,300,12/24/19 18:21,"929 Dogwood St, Los Angeles, CA 90001"
295897,Sneakers,1,149.99,12-08-2019 11:55,"478 13th St, Portland, OR 97035"
295898,Wallets,1,3.84,12/21/19 11:28,"375 Spruce St, San Francisco, CA 94016"
295899,Shoes,1,11.95,12/13/19 16:44,"722 Spruce St, Seattle, WA 98101"
295900,Wallets,1,3.84,12/27/19 18:56,"283 Washington St, Boston, MA 02215"
295901,Sunglasses,1,109.99,12-05-2019 20:02,"67 12th St, San Francisco, CA 94016"
Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
295902,Wallets,2,3.84,12/26/19 21:54,"160 Maple St, Austin, TX 73301"
295903,Wallets,1,3.84,12/21/19 13:40,"337 12th St, Dallas, TX 75001"
295904,Socks,1,11.99,12/19/19 17:30,"647 Wilson St, Atlanta, GA 30301"
295905,Wallets,2,3.84,12-06-2019 23:48,"345 Walnut St, Los Angeles, CA 90001"
295906,Sneakers,1,149.99,12-11-2019 20:55,"773 7th St, Atlanta, GA 30301"
295907,Wallets,2,3.84,12/18/19 08:43,"672 Dogwood St, Austin, TX 73301"
295908,Sunglasses,1,109.99,12/17/19 10:28,"342 Adams St, New York City, NY 10001"
295909,Wallets,1,3.84,12/27/19 17:29,"360 Wilson St, Boston, MA 02215"
295910,Thermals,1,14.95,12/27/19 22:46,"6 Wilson St, Seattle, WA 98101"
,,,,,
295911,Shorts,1,150,12-10-2019 22:14,"152 Spruce St, Los Angeles, CA 90001"
295912,Wallets,1,3.84,12-01-2019 13:53,"282 Lincoln St, San Francisco, CA 94016"
295913,Shorts,1,150,12-07-2019 08:42,"13 Pine St, New York City, NY 10001"
295914,Formal Shoes,1,2.99,12/13/19 13:48,"413 Center St, Austin, TX 73301"
295915,Suits,1,29.99,12/23/19 19:04,"535 Meadow St, New York City, NY 10001"
295916,Thermals,1,14.95,12-02-2019 11:58,"965 Willow St, Atlanta, GA 30301"
295917,Sneakers,1,149.99,12/16/19 12:57,"569 2nd St, San Francisco, CA 94016"
295918,Wallets,1,3.84,12-10-2019 07:01,"92 River St, New York City, NY 10001"
295918,Formal Shoes,1,2.99,12-10-2019 07:01,"92 River St, New York City, NY 10001"
295919,Belts,1,99.99,12/19/19 20:46,"478 Maple St, San Francisco, CA 94016"
295920,Deo,1,389.99,12-01-2019 19:49,"344 6th St, New York City, NY 10001"
295921,Sneakers,1,149.99,12/16/19 11:09,"425 Main St, Los Angeles, CA 90001"
295922,Belts,1,99.99,12-12-2019 19:53,"676 Hickory St, Portland, OR 97035"
295923,Thermals,1,14.95,12/21/19 13:41,"968 8th St, Austin, TX 73301"
295924,Socks,1,11.99,12/13/19 10:53,"170 Hickory St, Seattle, WA 98101"
295925,Wallets,1,3.84,12/23/19 10:01,"554 Cedar St, Dallas, TX 75001"
295926,Thermals,1,14.95,12/21/19 20:31,"372 Ridge St, San Francisco, CA 94016"
295927,Socks,1,11.99,12/16/19 08:14,"626 Walnut St, San Francisco, CA 94016"
295928,Formal Shoes,1,2.99,12/25/19 12:08,"683 Forest St, Boston, MA 02215"
295929,Shorts,1,150,12/25/19 19:18,"538 6th St, Portland, OR 97035"
295930,Socks,1,11.99,12-10-2019 19:57,"774 Washington St, Atlanta, GA 30301"
295931,Belts,1,99.99,12/16/19 22:01,"142 Madison St, San Francisco, CA 94016"
295932,Shorts,1,150,12/19/19 10:28,"663 Spruce St, New York City, NY 10001"
295932,Belts,1,99.99,12/19/19 10:28,"663 Spruce St, New York City, NY 10001"
295933,Formal Shoes,1,2.99,12/16/19 22:44,"19 Maple St, New York City, NY 10001"
295934,Deo,1,389.99,12-01-2019 14:56,"760 Ridge St, Atlanta, GA 30301"
295935,Wallets,1,3.84,12-10-2019 14:32,"606 Lakeview St, San Francisco, CA 94016"
295936,Formal Shoes,1,2.99,12/23/19 10:08,"283 Highland St, Seattle, WA 98101"
295937,Thermals,1,14.95,12/26/19 23:17,"282 Willow St, Seattle, WA 98101"
295938,Thermals,1,14.95,12-08-2019 08:11,"679 Hickory St, Austin, TX 73301"
295939,Wallets,1,3.84,12-08-2019 20:10,"799 Lakeview St, New York City, NY 10001"
295940,Socks,1,11.99,12-07-2019 08:48,"441 12th St, Los Angeles, CA 90001"
295941,Flip Flops,1,999.99,12/31/19 16:24,"64 Dogwood St, Portland, OR 97035"
295942,Suits,1,29.99,12/30/19 19:21,"150 North St, Boston, MA 02215"
295943,Formal Shoes,3,2.99,12-04-2019 13:32,"701 Sunset St, Dallas, TX 75001"
295944,Deo,1,389.99,12/29/19 17:04,"175 Main St, San Francisco, CA 94016"
295945,Socks,1,11.99,12-06-2019 10:20,"207 Sunset St, Austin, TX 73301"
295946,Sunglasses,1,109.99,12-09-2019 11:44,"970 Lincoln St, Portland, OR 97035"
295947,Wallets,1,3.84,12/29/19 20:09,"441 6th St, Austin, TX 73301"
295948,Tshirts,1,10.99,12/17/19 21:08,"863 West St, San Francisco, CA 94016"
295949,Belts,1,99.99,12/17/19 15:29,"603 River St, Los Angeles, CA 90001"
295950,Wallets,1,3.84,12/31/19 09:15,"789 14th St, Boston, MA 02215"
295951,Thermals,1,14.95,12-02-2019 10:25,"349 North St, Dallas, TX 75001"
295952,Shoes,1,11.95,12/23/19 12:55,"403 Dogwood St, Seattle, WA 98101"
295952,Jackets,1,300,12/23/19 12:55,"403 Dogwood St, Seattle, WA 98101"
295953,Jackets,1,300,12/24/19 17:03,"559 Church St, Dallas, TX 75001"
295954,Sneakers,1,149.99,12/29/19 18:56,"321 River St, Boston, MA 02215"
295955,Shoes,1,11.95,12/30/19 16:25,"357 Hickory St, Boston, MA 02215"
